@timestamp,@message
2023-11-29 15:18:41.217,"{'loss': 0.0539, 'learning_rate': 5.94988899460831e-05, 'epoch': 2.11}"
2023-11-29 15:16:29.184,"{'loss': 0.0344, 'learning_rate': 5.981604820805582e-05, 'epoch': 2.1}"
2023-11-29 15:14:17.150,"{'loss': 0.1071, 'learning_rate': 6.013320647002855e-05, 'epoch': 2.1}"
2023-11-29 15:12:06.115,"{'loss': 0.0993, 'learning_rate': 6.045036473200127e-05, 'epoch': 2.09}"
2023-11-29 15:09:54.081,"{'loss': 0.1172, 'learning_rate': 6.076752299397399e-05, 'epoch': 2.09}"
2023-11-29 15:07:42.047,"{'loss': 0.0925, 'learning_rate': 6.108468125594672e-05, 'epoch': 2.08}"
2023-11-29 15:05:30.013,"{'loss': 0.0744, 'learning_rate': 6.140183951791945e-05, 'epoch': 2.08}"
2023-11-29 15:03:17.979,"{'loss': 0.0726, 'learning_rate': 6.171899777989218e-05, 'epoch': 2.07}"
2023-11-29 15:01:05.945,"{'loss': 0.1232, 'learning_rate': 6.20361560418649e-05, 'epoch': 2.07}"
2023-11-29 14:58:53.911,"{'loss': 0.1487, 'learning_rate': 6.235331430383761e-05, 'epoch': 2.06}"
2023-11-29 14:56:42.878,"{'loss': 0.0862, 'learning_rate': 6.267047256581034e-05, 'epoch': 2.06}"
2023-11-29 14:54:30.845,"{'loss': 0.0863, 'learning_rate': 6.298763082778306e-05, 'epoch': 2.06}"
2023-11-29 14:52:18.811,"{'loss': 0.1012, 'learning_rate': 6.330478908975579e-05, 'epoch': 2.05}"
2023-11-29 14:50:06.777,"{'loss': 0.1179, 'learning_rate': 6.362194735172851e-05, 'epoch': 2.05}"
2023-11-29 14:47:54.744,"{'loss': 0.0977, 'learning_rate': 6.393910561370124e-05, 'epoch': 2.04}"
2023-11-29 14:45:42.711,"{'loss': 0.1081, 'learning_rate': 6.425626387567396e-05, 'epoch': 2.04}"
2023-11-29 14:43:30.679,"{'loss': 0.0773, 'learning_rate': 6.457342213764669e-05, 'epoch': 2.03}"
2023-11-29 14:41:18.646,"{'loss': 0.0906, 'learning_rate': 6.489058039961942e-05, 'epoch': 2.03}"
2023-11-29 14:39:07.612,"{'loss': 0.1415, 'learning_rate': 6.520773866159214e-05, 'epoch': 2.02}"
2023-11-29 14:36:55.579,"{'loss': 0.0845, 'learning_rate': 6.552489692356486e-05, 'epoch': 2.02}"
2023-11-29 14:34:43.547,"{'loss': 0.1148, 'learning_rate': 6.584205518553759e-05, 'epoch': 2.01}"
2023-11-29 14:32:31.512,"{'loss': 0.1068, 'learning_rate': 6.615921344751032e-05, 'epoch': 2.01}"
2023-11-29 14:30:19.478,"{'loss': 0.1027, 'learning_rate': 6.647637170948304e-05, 'epoch': 2.0}"
2023-11-29 14:28:14.446,"{'loss': 0.1189, 'learning_rate': 6.679352997145575e-05, 'epoch': 2.0}"
2023-11-29 14:26:02.413,"{'loss': 0.0803, 'learning_rate': 6.711068823342849e-05, 'epoch': 1.99}"
2023-11-29 14:23:50.378,"{'loss': 0.1189, 'learning_rate': 6.74278464954012e-05, 'epoch': 1.99}"
2023-11-29 14:21:38.344,"{'loss': 0.1007, 'learning_rate': 6.774500475737393e-05, 'epoch': 1.98}"
2023-11-29 14:19:26.312,"{'loss': 0.1025, 'learning_rate': 6.806216301934667e-05, 'epoch': 1.98}"
2023-11-29 14:17:14.279,"{'loss': 0.1213, 'learning_rate': 6.837932128131938e-05, 'epoch': 1.97}"
2023-11-29 14:15:02.247,"{'loss': 0.1414, 'learning_rate': 6.86964795432921e-05, 'epoch': 1.97}"
2023-11-29 14:12:50.213,"{'loss': 0.1265, 'learning_rate': 6.901363780526483e-05, 'epoch': 1.96}"
2023-11-29 14:10:39.180,"{'loss': 0.1389, 'learning_rate': 6.933079606723756e-05, 'epoch': 1.96}"
2023-11-29 14:08:27.145,"{'loss': 0.142, 'learning_rate': 6.964795432921028e-05, 'epoch': 1.96}"
2023-11-29 14:06:15.111,"{'loss': 0.1779, 'learning_rate': 6.9965112591183e-05, 'epoch': 1.95}"
2023-11-29 14:04:03.077,"{'loss': 0.1395, 'learning_rate': 7.028227085315573e-05, 'epoch': 1.95}"
2023-11-29 14:01:51.044,"{'loss': 0.1052, 'learning_rate': 7.059942911512846e-05, 'epoch': 1.94}"
2023-11-29 13:59:39.009,"{'loss': 0.1258, 'learning_rate': 7.091658737710118e-05, 'epoch': 1.94}"
2023-11-29 13:57:26.975,"{'loss': 0.1584, 'learning_rate': 7.12337456390739e-05, 'epoch': 1.93}"
2023-11-29 13:55:15.942,"{'loss': 0.1136, 'learning_rate': 7.155090390104663e-05, 'epoch': 1.93}"
2023-11-29 13:53:03.908,"{'loss': 0.1671, 'learning_rate': 7.186806216301934e-05, 'epoch': 1.92}"
2023-11-29 13:50:51.875,"{'loss': 0.1388, 'learning_rate': 7.218522042499208e-05, 'epoch': 1.92}"
2023-11-29 13:48:39.841,"{'loss': 0.1344, 'learning_rate': 7.25023786869648e-05, 'epoch': 1.91}"
2023-11-29 13:46:27.808,"{'loss': 0.1399, 'learning_rate': 7.281953694893752e-05, 'epoch': 1.91}"
2023-11-29 13:44:15.773,"{'loss': 0.0885, 'learning_rate': 7.313669521091024e-05, 'epoch': 1.9}"
